PRODUCTNAME,CATEGORY,MONTH,MONTHLYREVENUE,MONTHLYREVENUERANK,PREVIOUSMONTHSREVENUE,FIRSTMONTHREVENUE,TOTALREVENUE
NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Audio,2020-08-01,149.99,275,1349.91,599.96,38247.45
NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Audio,2020-09-01,299.98,198,149.99,599.96,38547.43
NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Audio,2020-10-01,1349.91,53,299.98,599.96,39897.34
NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Audio,2021-01-01,149.99,344,1349.91,599.96,40047.33
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2016-03-01,149.99,196,,149.99,149.99
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2016-07-01,749.95,156,149.99,149.99,899.94
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2016-08-01,749.95,170,749.95,149.99,1649.89
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2016-10-01,449.97,276,749.95,149.99,2099.86
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2016-11-01,149.99,380,449.97,149.99,2249.85
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2016-12-01,1649.89,175,149.99,149.99,3899.74
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2017-01-01,1349.91,134,1649.89,149.99,5249.65
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2017-02-01,299.98,394,1349.91,149.99,5549.63
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2017-03-01,599.96,122,299.98,149.99,6149.59
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2017-06-01,599.96,226,599.96,149.99,6749.55
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2017-08-01,1649.89,104,599.96,149.99,8399.44
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2017-09-01,149.99,400,1649.89,149.99,8549.43
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2017-10-01,599.96,247,149.99,149.99,9149.39
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2017-11-01,1199.92,149,599.96,149.99,10349.31
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2017-12-01,1199.92,270,1199.92,149.99,11549.23
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2018-01-01,2399.84,104,1199.92,149.99,13949.07
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2018-02-01,749.95,374,2399.84,149.99,14699.02
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2018-05-01,3299.78,83,749.95,149.99,17998.80
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2018-06-01,599.96,345,3299.78,149.99,18598.76
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2018-08-01,449.97,431,599.96,149.99,19048.73
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2018-09-01,599.96,379,449.97,149.99,19648.69
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2018-11-01,899.94,372,599.96,149.99,20548.63
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2019-01-01,449.97,666,899.94,149.99,20998.60
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2019-02-01,749.95,531,449.97,149.99,21748.55
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2019-03-01,749.95,263,749.95,149.99,22498.50
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2019-05-01,449.97,574,749.95,149.99,22948.47
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2019-07-01,3299.78,110,449.97,149.99,26248.25
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2019-09-01,299.98,662,3299.78,149.99,26548.23
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2019-10-01,599.96,544,299.98,149.99,27148.19
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2019-11-01,449.97,569,599.96,149.99,27598.16
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2019-12-01,1349.91,460,449.97,149.99,28948.07
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2020-01-01,1049.93,447,1349.91,149.99,29998.00
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2020-02-01,1799.88,330,1049.93,149.99,31797.88
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2020-08-01,1049.93,109,1799.88,149.99,32847.81
NT Wireless Transmitter and Bluetooth Headphones M150 Green,Audio,2021-01-01,149.99,344,1049.93,149.99,32997.80
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2016-02-01,1049.93,194,,1049.93,1049.93
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2016-07-01,149.99,316,1049.93,1049.93,1199.92
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2016-08-01,149.99,308,149.99,1049.93,1349.91
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2016-09-01,599.96,223,149.99,1049.93,1949.87
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2016-10-01,299.98,307,599.96,1049.93,2249.85
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2016-11-01,599.96,232,299.98,1049.93,2849.81
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2016-12-01,749.95,310,599.96,1049.93,3599.76
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2017-02-01,149.99,481,749.95,1049.93,3749.75
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2017-05-01,299.98,306,149.99,1049.93,4049.73
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2017-08-01,299.98,300,299.98,1049.93,4349.71
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2017-10-01,299.98,327,299.98,1049.93,4649.69
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2017-11-01,149.99,419,299.98,1049.93,4799.68
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2017-12-01,599.96,425,149.99,1049.93,5399.64
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2018-01-01,1049.93,243,599.96,1049.93,6449.57
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2018-02-01,449.97,461,1049.93,1049.93,6899.54
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2018-05-01,2099.86,126,449.97,1049.93,8999.40
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2018-06-01,1199.92,231,2099.86,1049.93,10199.32
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2018-09-01,599.96,379,1199.92,1049.93,10799.28
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2018-10-01,2699.82,126,599.96,1049.93,13499.10
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2018-11-01,749.95,414,2699.82,1049.93,14249.05
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2018-12-01,299.98,792,749.95,1049.93,14549.03
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-01-01,149.99,887,299.98,1049.93,14699.02
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-02-01,1649.89,304,149.99,1049.93,16348.91
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-03-01,149.99,485,1649.89,1049.93,16498.90
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-04-01,599.96,66,149.99,1049.93,17098.86
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-05-01,1199.92,342,599.96,1049.93,18298.78
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-07-01,1049.93,349,1199.92,1049.93,19348.71
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-08-01,4799.68,72,1049.93,1049.93,24148.39
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-09-01,149.99,782,4799.68,1049.93,24298.38
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-10-01,899.94,437,149.99,1049.93,25198.32
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-11-01,299.98,641,899.94,1049.93,25498.30
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2019-12-01,1049.93,532,299.98,1049.93,26548.23
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2020-01-01,599.96,601,1049.93,1049.93,27148.19
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2020-02-01,2699.82,231,599.96,1049.93,29848.01
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2020-03-01,149.99,407,2699.82,1049.93,29998.00
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2020-05-01,149.99,546,149.99,1049.93,30147.99
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2020-06-01,1199.92,167,149.99,1049.93,31347.91
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2020-07-01,149.99,331,1199.92,1049.93,31497.90
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2020-10-01,299.98,155,149.99,1049.93,31797.88
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2020-12-01,149.99,393,299.98,1049.93,31947.87
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2021-01-01,449.97,238,149.99,1049.93,32397.84
NT Wireless Transmitter and Bluetooth Headphones M150 Red,Audio,2021-02-01,599.96,189,449.97,1049.93,32997.80
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2016-01-01,2249.85,71,,2249.85,2249.85
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2016-02-01,449.97,327,2249.85,2249.85,2699.82
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2016-05-01,149.99,315,449.97,2249.85,2849.81
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2016-06-01,1799.88,84,149.99,2249.85,4649.69
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2016-10-01,299.98,307,1799.88,2249.85,4949.67
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2016-11-01,299.98,323,299.98,2249.85,5249.65
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2016-12-01,149.99,572,299.98,2249.85,5399.64
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2017-01-01,149.99,427,149.99,2249.85,5549.63
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2017-04-01,449.97,26,149.99,2249.85,5999.60
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2017-06-01,1199.92,131,449.97,2249.85,7199.52
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2017-07-01,449.97,232,1199.92,2249.85,7649.49
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2017-10-01,749.95,214,449.97,2249.85,8399.44
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2017-11-01,599.96,251,749.95,2249.85,8999.40
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2017-12-01,1799.88,200,599.96,2249.85,10799.28
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2018-01-01,1199.92,228,1799.88,2249.85,11999.20
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2018-02-01,1199.92,265,1199.92,2249.85,13199.12
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2018-05-01,299.98,492,1199.92,2249.85,13499.10
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2018-07-01,1199.92,218,299.98,2249.85,14699.02
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2018-08-01,299.98,490,1199.92,2249.85,14999.00
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2018-09-01,299.98,502,299.98,2249.85,15298.98
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2018-10-01,4349.71,65,299.98,2249.85,19648.69
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2018-11-01,1799.88,221,4349.71,2249.85,21448.57
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2018-12-01,149.99,969,1799.88,2249.85,21598.56
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-01-01,1499.90,337,149.99,2249.85,23098.46
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-02-01,1949.87,272,1499.90,2249.85,25048.33
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-03-01,1049.93,212,1949.87,2249.85,26098.26
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-05-01,1649.89,270,1049.93,2249.85,27748.15
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-06-01,299.98,609,1649.89,2249.85,28048.13
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-07-01,1649.89,239,299.98,2249.85,29698.02
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-09-01,899.94,429,1649.89,2249.85,30597.96
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-10-01,1199.92,358,899.94,2249.85,31797.88
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-11-01,1199.92,337,1199.92,2249.85,32997.80
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2019-12-01,3449.77,199,1199.92,2249.85,36447.57
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2020-01-01,599.96,601,3449.77,2249.85,37047.53
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2020-02-01,1799.88,330,599.96,2249.85,38847.41
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2020-03-01,599.96,241,1799.88,2249.85,39447.37
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2020-05-01,449.97,366,599.96,2249.85,39897.34
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2020-06-01,449.97,316,449.97,2249.85,40347.31
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2020-07-01,1949.87,69,449.97,2249.85,42297.18
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2020-09-01,1049.93,106,1949.87,2249.85,43347.11
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2020-12-01,149.99,393,1049.93,2249.85,43497.10
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Audio,2021-02-01,599.96,189,149.99,2249.85,44097.06
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Computers,2016-02-01,1960.00,117,,1960.00,1960.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Computers,2016-08-01,784.00,161,1960.00,1960.00,2744.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Computers,2017-12-01,588.00,433,784.00,1960.00,3332.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Computers,2019-05-01,588.00,521,588.00,1960.00,3920.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Computers,2019-08-01,196.00,729,588.00,1960.00,4116.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Computers,2019-10-01,1372.00,325,196.00,1960.00,5488.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Computers,2020-01-01,588.00,608,1372.00,1960.00,6076.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Computers,2020-07-01,588.00,202,588.00,1960.00,6664.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Computers,2017-10-01,392.00,305,,392.00,392.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Computers,2018-06-01,1176.00,235,392.00,392.00,1568.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Computers,2019-01-01,588.00,583,1176.00,392.00,2156.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Computers,2019-09-01,392.00,602,588.00,392.00,2548.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Computers,2019-11-01,392.00,597,392.00,392.00,2940.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Computers,2019-12-01,196.00,1030,392.00,392.00,3136.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Computers,2020-01-01,2744.00,222,196.00,392.00,5880.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Computers,2020-06-01,196.00,425,2744.00,392.00,6076.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2016-08-01,196.00,291,,196.00,196.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2017-10-01,392.00,305,196.00,196.00,588.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2017-12-01,588.00,433,392.00,196.00,1176.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2018-01-01,588.00,335,588.00,196.00,1764.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2018-11-01,784.00,399,588.00,196.00,2548.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2018-12-01,980.00,477,784.00,196.00,3528.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2019-06-01,196.00,713,980.00,196.00,3724.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2019-10-01,196.00,795,196.00,196.00,3920.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2019-11-01,784.00,434,196.00,196.00,4704.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2020-05-01,196.00,504,784.00,196.00,4900.00
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,2021-02-01,392.00,241,196.00,196.00,5292.00
Proseware Air conditioner 10000BTU M490 Grey,Home Appliances,2017-05-01,1289.97,119,,1289.97,1289.97
Proseware Air conditioner 10000BTU M490 Grey,Home Appliances,2017-10-01,2579.94,67,1289.97,1289.97,3869.91
Proseware Air conditioner 10000BTU M490 Grey,Home Appliances,2018-07-01,429.99,390,2579.94,1289.97,4299.90
Proseware Air conditioner 10000BTU M490 Grey,Home Appliances,2019-02-01,3009.93,177,429.99,1289.97,7309.83
Proseware Air conditioner 10000BTU M490 Grey,Home Appliances,2020-06-01,1289.97,160,3009.93,1289.97,8599.80
Proseware Air conditioner 10000BTU M490 Red,Home Appliances,2016-01-01,1289.97,151,,1289.97,1289.97
Proseware Air conditioner 10000BTU M490 Red,Home Appliances,2016-09-01,429.99,266,1289.97,1289.97,1719.96
Proseware Air conditioner 10000BTU M490 Red,Home Appliances,2017-05-01,1289.97,119,429.99,1289.97,3009.93
Proseware Air conditioner 10000BTU M490 Red,Home Appliances,2018-06-01,2149.95,124,1289.97,1289.97,5159.88
Proseware Air conditioner 10000BTU M490 Red,Home Appliances,2018-12-01,3009.93,187,2149.95,1289.97,8169.81
Proseware Air conditioner 10000BTU M490 Red,Home Appliances,2019-02-01,429.99,674,3009.93,1289.97,8599.80
Proseware Air conditioner 10000BTU M490 Red,Home Appliances,2019-05-01,1289.97,327,429.99,1289.97,9889.77
Proseware Air conditioner 10000BTU M490 Red,Home Appliances,2019-11-01,859.98,407,1289.97,1289.97,10749.75
Proseware Air conditioner 10000BTU M490 Silver,Home Appliances,2017-11-01,1289.97,141,,1289.97,1289.97
Proseware Air conditioner 10000BTU M490 Silver,Home Appliances,2017-12-01,2149.95,159,1289.97,1289.97,3439.92
Proseware Air conditioner 10000BTU M490 Silver,Home Appliances,2018-08-01,859.98,305,2149.95,1289.97,4299.90
Proseware Air conditioner 10000BTU M490 Silver,Home Appliances,2018-11-01,1719.96,231,859.98,1289.97,6019.86
Proseware Air conditioner 10000BTU M490 White,Home Appliances,2016-05-01,429.99,213,,429.99,429.99
Proseware Air conditioner 10000BTU M490 White,Home Appliances,2016-09-01,859.98,164,429.99,429.99,1289.97
Proseware Air conditioner 10000BTU M490 White,Home Appliances,2017-09-01,429.99,285,859.98,429.99,1719.96
Proseware Air conditioner 10000BTU M490 White,Home Appliances,2019-03-01,859.98,243,429.99,429.99,2579.94
Proseware Air conditioner 10000BTU M490 White,Home Appliances,2019-06-01,1719.96,218,859.98,429.99,4299.90
Proseware Air conditioner 10000BTU M490 White,Home Appliances,2020-01-01,1719.96,323,1719.96,429.99,6019.86
Proseware Air conditioner 10000BTU M490 White,Home Appliances,2020-05-01,859.98,250,1719.96,429.99,6879.84
